工場番号,受注番号,受注行番号,受注伝票区分,得意先番号,納入先番号,需要家番号,受注日,最終出荷日,品目番号,品目名,型式,注文番号,製番,品目区分,売上担当者,出荷予定日,納期,受注数,単価単位,単位番号,単位名,引当数,単価,仮単価区分,貿易単価区分,金額,特記事項１,特記事項２,出荷数,完納区分,計画必要数,計画立案済数,生産計画立案日,管理部門,不明項目０１(制御項目のため日本語項目名なし）,照会項目,消費税率,通貨,通貨名,他社品番,他社品名,引当在庫場所,納入先名,郵便番号,住所１,住所２,住所３,電話番号,ＦＡＸ番号,輸送ＬＴ,図番,生産工場,レート,自国通貨名,自国通貨,自国金額,レート区分,単価表示ケタ,金額表示ケタ,自国金額表示ケタ,受注種別,登録日,更新日,販売部門,販売発注部門,販売発注番号,販売発注行番号,販売発注区分,登録日(SYSDATE),更新日(SYSDATE),会社コード,受注請書発行区分,受注確認書発行日,データ有効フラグ,ワークフロー区分,ワークフローパターン,フローパターンID,フロー選定条件,承認依頼番号,承認日,品目分類,品目分類名,取扱品目分類１,品目区分１名称,取扱品目分類２,品目区分２名称,取扱品目分類３,品目区分３名称,得意先分類１,得意先種別１名称,得意先分類２,得意先種別２名称,得意先分類３,得意先種別３名称,得意先分類４,得意先種別４名称,取引単位受注数,取引単位コード,取引単位,変換率分子（取引単位）,変換率分母（取引単位）,手配入力区分,版数,手動採番フラグ,請求先名,経由先番号１,経由先名１,経由先番号２,経由先名２,受注先番号,受注先名,経由先番号３,経由先名３,経由営業所番号,責任部門,定価印字区分,受領書発行区分,受注者,前納運送便コード,後納運送便コード,運賃コード,代表荷姿,発注者１,発注者２,発注者３,納期（ヘッダ）,特記事項（ヘッダ）,エンジン機種,KW出力,PS馬力,回転数,減速比,回転方向,クラッチ,基,軸,セット,船種,新船区,船名,船番,船主,造船所,検査,ペラ軸識別CD,回答希望日,回答予定日,回答日,回答者,出図依頼区分,出図依頼内容,出図完了区分,図面_販,図面_承,図面_確,図面_工,図面_振,図面_完,図面_ペ,部署_倉,部署_購,部署_外,部署_大,部署_小,部署_設,部署_検,部署_品,部署_ペ,部署_船,部署_資,部署_井,部署_電,部署_飯,部署_管,部署_出,参照見積番号,参照版数,参照手配書番号,一式計上区分,計上先区分,計上先_手配書番号,請求先_一式金額,経由先１_一式金額,経由先２_一式金額,受注先_一式金額,商品情報,検査番号,納期（明細）,製造日数,加工時間,商談状況,定価存在フラグ,定価,別作表示内容,請求先_仕切率,請求先_単価,請求先_金額,経由先１_仕切率,経由先１_単価,経由先１_金額,経由先２_仕切率,経由先２_単価,経由先２_金額,受注先_仕切率,受注先_単価,受注先_金額,営業原価_単価,営業原価_金額,製造原価_単価,製造原価_金額,経由先３_単価,送り先_単価,手配書発行日,手配書発行日（営業控）,軸径,長さ,厚み,寸法記号,定尺区分,溝区分,プロペラ_ダイヤ,プロペラ_ピッチ,プロペラ_回転方向,プロペラ_形状,プロペラ_材質,プロペラ_翼数,プロペラ_AR,プロペラ_軸径,プロペラ_加工,プロペラ_検査,入力者,粗利率,手配書番号複写フラグ,処理モード,I_SEQ,発注番号,手配担当者,発注先名,出荷番号,受注担当者名,品揃者,梱包者,運送便名,運賃名,発注担当者,得意先締め日,売上担当者,木箱,木枠,段ボール,縄締,パレット,小包,重量,出荷検収日,分納出荷数,出荷登録日(SYSDATE),出荷更新日(SYSDATE),得意先ランク,材料ランク,所属部署コード,地区コード,地区名称,県名,作表担当者,処理区分名,オペレーター名
FAC11       ,F269076530,2,0,79264300,79264300,            ,2026/9/15,20260915,KOU193                   ,ﾕﾆｸﾛ M20x70L 六角ﾎﾞﾙﾄ SW.N付き, , ,                       ,3,302303,2026/9/15,2026/9/15,24,0,1,個,0,320,1,0,7680,馬場喜造, ,24,1,24,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1907       ,セイカダイヤエンジン　株式会社　有明営業所,832-0089,福岡県柳川市大字田脇317-1, , ,0944-72-7153        ,0944-72-7168        ,0, ,FAC11       ,1,JPY ,JPY,7680,0,2,0,0,0,2026/9/15,2026/9/15,B1907       ,            ,          ,0,  ,2026/9/15 10:31,2026/9/15 15:15,            ,0,0,1,99,0,              ,        ,          ,0,30,　他社,35,艤装部品,193,ナット・ボルト,      , ,31,31日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,セイカダイヤエンジン　株式会社　有明営業所,            , ,            , ,79264300,セイカダイヤエンジン　株式会社　有明営業所,            , ,            ,B1907       ,0,0,228009,147,   ,1,  ,本田様,O/#187407, ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,第五十一、五十二善徳丸,,,,0,      ,,,,          ,0, ,0,,,,,,,,1,1,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.23,320,7680,,,,,,,1.23,320,7680,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,228009,100,0,1,3386,2609249482,228009,有限会社　馬場喜造商店,2609112521,山下　陽,小林　龍二,,宅急便,立替元払い,山下　陽,31,第４鹿児島有明 吉武,0,0,1,0,0,0,10,0,24,2026/9/15 15:15,2026/9/15 15:15,A     ,T,B1907       ,C10777074   ,第４/鹿児島・有明,福岡,ALL,,
FAC11       ,F269076530,3,0,79264300,79264300,            ,2026/9/15,20260915,99999900,立替運賃, , ,                       ,99,302303,2026/9/15,2026/9/15,1,0,1,個,0,0,1,0,0, , ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1907       ,セイカダイヤエンジン　株式会社　有明営業所,832-0089,福岡県柳川市大字田脇317-1, , ,0944-72-7153        ,0944-72-7168        ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1907       ,            ,          ,0,  ,2026/9/15 10:31,2026/9/15 15:15,            ,0,0,1,99,0,              ,        ,          ,0,70,諸掛り,85,　運賃,900,その他,      , ,31,31日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,セイカダイヤエンジン　株式会社　有明営業所,            , ,            , ,79264300,セイカダイヤエンジン　株式会社　有明営業所,            , ,            ,B1907       ,0,0,228009,147,   ,1,  ,本田様,O/#187407, ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,第五十一、五十二善徳丸,,,,0,      ,,,,          ,0, ,0,,,,,,,,1,1,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.1,0,0,,,,,,,1.1,0,0,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,228009,0,0,1,3387,,,,2609112521,山下　陽,小林　龍二,,宅急便,立替元払い,,31,第４鹿児島有明 吉武,0,0,1,0,0,0,10,0,1,2026/9/15 15:15,2026/9/15 15:15,A     ,T,B1907       ,C10777074   ,第４/鹿児島・有明,福岡,ALL,,
FAC11       ,F269076570,1,0,79680400,79680400,            ,2026/9/15,20260915,KOU400                   ,φ38x40m(定尺) 十川ｽﾌﾟﾘﾝｸﾞﾎｰｽ, , ,                       ,3,153002,2026/9/15,2026/9/15,1,0,8,巻,0,0,1,0,0,ﾄｷﾜ, ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1907       ,有限会社　吉川造船所　名護屋工場,847-0401,佐賀県唐津市鎮西町名護屋1640-1, , ,0955-51-1106        ,0955-51-1107        ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1907       ,            ,          ,0,  ,2026/9/15 10:41,2026/9/15 14:34,            ,0,0,1,99,0,              ,        ,          ,0,30,　他社,35,艤装部品,900,その他,      , ,31,31日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,有限会社　吉川造船所　名護屋工場,            , ,            , ,79680400,有限会社　吉川造船所　名護屋工場,            , ,            ,B1907       ,0,0,153002,47,   ,1,  , , , ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,1,1,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.3,0,0,,,,,,,1.3,0,0,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,153002,0,0,1,3388,2609249484,153002,株式会社　トキワ,2609112473,第1壱岐対馬 阿部,三笠　寛明,,西濃運輸,立替元払い,第1壱岐対馬 阿部,31,第1壱岐対馬 阿部,0,0,0,1,0,0,0,0,1,2026/9/15 14:34,2026/9/15 14:34,C     ,C,B1907       ,C10777071   ,第１/壱岐・対馬,佐賀,ALL,,
FAC11       ,F269076570,2,0,79680400,79680400,            ,2026/9/15,20260915,99999900,立替運賃, , ,                       ,99,153002,2026/9/15,2026/9/15,1,0,1,個,0,0,1,0,0, , ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1907       ,有限会社　吉川造船所　名護屋工場,847-0401,佐賀県唐津市鎮西町名護屋1640-1, , ,0955-51-1106        ,0955-51-1107        ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1907       ,            ,          ,0,  ,2026/9/15 10:41,2026/9/15 14:34,            ,0,0,1,99,0,              ,        ,          ,0,70,諸掛り,85,　運賃,900,その他,      , ,31,31日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,有限会社　吉川造船所　名護屋工場,            , ,            , ,79680400,有限会社　吉川造船所　名護屋工場,            , ,            ,B1907       ,0,0,153002,47,   ,1,  , , , ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,1,1,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.1,0,0,,,,,,,1.1,0,0,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,153002,0,0,1,3389,,,,2609112473,第1壱岐対馬 阿部,三笠　寛明,,西濃運輸,立替元払い,,31,第1壱岐対馬 阿部,0,0,0,1,0,0,0,0,1,2026/9/15 14:34,2026/9/15 14:34,C     ,C,B1907       ,C10777071   ,第１/壱岐・対馬,佐賀,ALL,,
FAC11       ,F269076620,1,0,82604103,82467602,            ,2026/9/15,20260915,KOU258                   ,ﾏﾛｰﾙ HF-03-3.8L 作動油 MRS赤, , ,                       ,3,306019,2026/9/15,2026/9/15,1,0,1,個,0,0,1,0,0,ﾏﾛｰﾙ, ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1907       ,中松鉄工所,899-1501,鹿児島県出水郡長島町獅子島1710-2, , ,09968-9-3317        ,                    ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1907       ,            ,          ,0,  ,2026/9/15 10:48,2026/9/15 11:34,            ,0,0,1,99,0,              ,        ,          ,0,30,　他社,50,省力機器,258,操舵機,      , ,20,20日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,株式会社　花房,            , ,            , ,82604103,株式会社　花房,            , ,            ,B1907       ,1,0,231104,111,   ,1,  ,大塚様,#02120, ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,1,1,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.17,0,0,,,,,,,1.17,0,0,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,231104,0,0,1,3390,2609249494,231104,マロール福岡営業所,2609112327,松本　眞夏,,,メーカー直送,立替元払い,松本　眞夏,20,第７熊本　萩原,0,0,0,0,0,0,0,0,1,2026/9/15 11:34,2026/9/15 11:34,T     ,T,B1907       ,C10777077   ,第７/熊本,熊本,ALL,,
FAC11       ,F269076620,2,0,82604103,82467602,            ,2026/9/15,20260915,99999900,立替運賃, , ,                       ,99,306019,2026/9/15,2026/9/15,1,0,1,個,0,0,1,0,0, , ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1907       ,中松鉄工所,899-1501,鹿児島県出水郡長島町獅子島1710-2, , ,09968-9-3317        ,                    ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1907       ,            ,          ,0,  ,2026/9/15 10:48,2026/9/15 11:34,            ,0,0,1,99,0,              ,        ,          ,0,70,諸掛り,85,　運賃,900,その他,      , ,20,20日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,株式会社　花房,            , ,            , ,82604103,株式会社　花房,            , ,            ,B1907       ,1,0,231104,111,   ,1,  ,大塚様,#02120, ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,1,1,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.1,0,0,,,,,,,1.1,0,0,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,231104,0,0,1,3391,2609249495,231104,マロール福岡営業所,2609112327,松本　眞夏,,,メーカー直送,立替元払い,松本　眞夏,20,第７熊本　萩原,0,0,0,0,0,0,0,0,1,2026/9/15 11:34,2026/9/15 11:34,T     ,T,B1907       ,C10777077   ,第７/熊本,熊本,ALL,,
FAC11       ,F269076720,1,0,82263101,82484108,            ,2026/9/15,20260915,ZN09065                  ,Zn  65 ﾌﾟﾛﾍﾟﾗ用保護亜鉛, , ,                       ,0,306019,2026/9/15,2026/9/15,1,0,1,個,0,0,1,0,0, , ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1907       ,株式会社　Ｐｒｉｍｅ,865-0056,熊本県玉名市滑石487, , ,0968-76-3540        ,                    ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1907       ,            ,          ,0,  ,2026/9/15 10:59,2026/9/15 12:09,            ,0,0,1,99,0,              ,        ,          ,0,10,　自社,30,とも部品,154,ペラ亜鉛,      , ,20,20日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,熊本ヤマハ　株式会社　熊本営業所　04371,            , ,            , ,82263101,熊本ヤマハ　株式会社　熊本営業所　04371,            , ,            ,B1907       ,1,0,231104,147,   ,1,  ,#095093, , ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,1,1,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,9670, ,0.5,0,0,,,,,,,0.5,0,0,3670,3670,2142,2142,,,20260915,0,,,, , , ,,, , , ,,,, , ,231104,0,0,1,3392,,,,2609112364,松本　眞夏,木村　正幸,,宅急便,立替元払い,,20,第７熊本　萩原,0,0,1,0,0,0,6,0,1,2026/9/15 12:09,2026/9/15 12:09,T     ,T,B1907       ,C10777077   ,第７/熊本,熊本,ALL,,
FAC11       ,F269076720,2,0,82263101,82484108,            ,2026/9/15,20260915,ZP300TSTB                ,TST200.250.300型 亜鉛(ﾎﾞﾙﾄ付), , ,                       ,0,306019,2026/9/15,2026/9/15,4,1,1,個,0,0,1,0,0, , ,4,1,4,0,0,B1915       ,0,0,10,JPY ,JPY, , ,Z1907       ,株式会社　Ｐｒｉｍｅ,865-0056,熊本県玉名市滑石487, , ,0968-76-3540        ,                    ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1907       ,            ,          ,0,  ,2026/9/15 10:59,2026/9/15 12:09,            ,0,0,1,99,0,              ,        ,          ,0,10,　自社,55,油圧機器,74,サイドスラスタ,      , ,20,20日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,熊本ヤマハ　株式会社　熊本営業所　04371,            , ,            , ,82263101,熊本ヤマハ　株式会社　熊本営業所　04371,            , ,            ,B1907       ,1,0,231104,147,   ,1,  ,#095093, , ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,1,1,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,10300, ,1.2,0,0,,,,,,,1.2,0,0,4100,16400,2575,10300,,,20260915,0,,,, , , ,,, , , ,,,, , ,231104,0,0,1,3393,,,,2609112364,松本　眞夏,木村　正幸,,宅急便,立替元払い,,20,第７熊本　萩原,0,0,1,0,0,0,6,0,4,2026/9/15 12:09,2026/9/15 12:09,T     ,T,B1907       ,C10777077   ,第７/熊本,熊本,ALL,,
FAC11       ,F269076720,3,0,82263101,82484108,            ,2026/9/15,20260915,99999900,立替運賃, , ,                       ,99,306019,2026/9/15,2026/9/15,1,0,1,個,0,0,1,0,0, , ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1907       ,株式会社　Ｐｒｉｍｅ,865-0056,熊本県玉名市滑石487, , ,0968-76-3540        ,                    ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1907       ,            ,          ,0,  ,2026/9/15 10:59,2026/9/15 12:09,            ,0,0,1,99,0,              ,        ,          ,0,70,諸掛り,85,　運賃,900,その他,      , ,20,20日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,熊本ヤマハ　株式会社　熊本営業所　04371,            , ,            , ,82263101,熊本ヤマハ　株式会社　熊本営業所　04371,            , ,            ,B1907       ,1,0,231104,147,   ,1,  ,#095093, , ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,1,1,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.1,0,0,,,,,,,1.1,0,0,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,231104,0,0,1,3394,,,,2609112364,松本　眞夏,木村　正幸,,宅急便,立替元払い,,20,第７熊本　萩原,0,0,1,0,0,0,6,0,1,2026/9/15 12:09,2026/9/15 12:09,T     ,T,B1907       ,C10777077   ,第７/熊本,熊本,ALL,,
FAC11       ,F269076760,1,0,79329304,79329304,            ,2026/9/15,20260915,ZN09065E                 ,Zn 65 E型ﾌﾟﾛﾍﾟﾗ用保護亜鉛 流線型, , ,                       ,0,153002,2026/9/15,2026/9/15,1,0,1,個,0,7020,1,0,7020, , ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1907       ,古舘キカイ,847-0401,佐賀県唐津市鎮西町名護屋3703-1, , ,090-1511-8001       ,                    ,0, ,FAC11       ,1,JPY ,JPY,7020,0,2,0,0,0,2026/9/15,2026/9/15,B1907       ,            ,          ,0,  ,2026/9/15 11:03,2026/9/15 14:39,            ,0,0,1,99,0,              ,        ,          ,0,10,　自社,30,とも部品,154,ペラ亜鉛,      , ,31,31日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,古舘キカイ,            , ,            , ,79329304,古舘キカイ,            , ,            ,B1907       ,0,0,153002,147,   ,1,  , , , ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,1,1,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,13500, ,0.52,7020,7020,,,,,,,0.52,7020,7020,5130,5130,2627,2627,,,20260915,0,,,, , , ,,, , , ,,,, , ,153002,26.9,0,1,3395,,,,2609112479,第1壱岐対馬 阿部,小林　龍二,,宅急便,立替元払い,,31,第1壱岐対馬 阿部,0,0,1,0,0,0,3,0,1,2026/9/15 14:39,2026/9/15 14:39,B     ,B,B1907       ,C10777071   ,第１/壱岐・対馬,佐賀,ALL,,
FAC11       ,F269076760,2,0,79329304,79329304,            ,2026/9/15,20260915,KOU400                   ,φ250 黒ｲﾝｼｭﾛｯｸ, , ,                       ,3,153002,2026/9/15,2026/9/15,2,0,1,個,0,0,1,0,0,馬場喜造, ,2,1,2,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1907       ,古舘キカイ,847-0401,佐賀県唐津市鎮西町名護屋3703-1, , ,090-1511-8001       ,                    ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1907       ,            ,          ,0,  ,2026/9/15 11:03,2026/9/15 14:39,            ,0,0,1,99,0,              ,        ,          ,0,30,　他社,35,艤装部品,900,その他,      , ,31,31日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,古舘キカイ,            , ,            , ,79329304,古舘キカイ,            , ,            ,B1907       ,0,0,153002,147,   ,1,  , , , ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,1,1,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.2,0,0,,,,,,,1.2,0,0,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,153002,0,0,1,3396,2609249514,153002,有限会社　馬場喜造商店,2609112479,第1壱岐対馬 阿部,小林　龍二,,宅急便,立替元払い,第1壱岐対馬 阿部,31,第1壱岐対馬 阿部,0,0,1,0,0,0,3,0,2,2026/9/15 14:39,2026/9/15 14:39,B     ,B,B1907       ,C10777071   ,第１/壱岐・対馬,佐賀,ALL,,
FAC11       ,F269076760,3,0,79329304,79329304,            ,2026/9/15,20260915,KOU400                   ,φ300 黒ｲﾝｼｭﾛｯｸ, , ,                       ,3,153002,2026/9/15,2026/9/15,1,0,1,個,0,0,1,0,0, , ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1907       ,古舘キカイ,847-0401,佐賀県唐津市鎮西町名護屋3703-1, , ,090-1511-8001       ,                    ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1907       ,            ,          ,0,  ,2026/9/15 11:03,2026/9/15 14:39,            ,0,0,1,99,0,              ,        ,          ,0,30,　他社,35,艤装部品,900,その他,      , ,31,31日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,古舘キカイ,            , ,            , ,79329304,古舘キカイ,            , ,            ,B1907       ,0,0,153002,147,   ,1,  , , , ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,1,1,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.2,0,0,,,,,,,1.2,0,0,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,153002,0,0,1,3397,2609249515,153002,有限会社　馬場喜造商店,2609112479,第1壱岐対馬 阿部,小林　龍二,,宅急便,立替元払い,第1壱岐対馬 阿部,31,第1壱岐対馬 阿部,0,0,1,0,0,0,3,0,1,2026/9/15 14:39,2026/9/15 14:39,B     ,B,B1907       ,C10777071   ,第１/壱岐・対馬,佐賀,ALL,,
FAC11       ,F269076760,4,0,79329304,79329304,            ,2026/9/15,20260915,99999900,立替運賃, , ,                       ,99,153002,2026/9/15,2026/9/15,1,0,1,個,0,0,1,0,0, , ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1907       ,古舘キカイ,847-0401,佐賀県唐津市鎮西町名護屋3703-1, , ,090-1511-8001       ,                    ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1907       ,            ,          ,0,  ,2026/9/15 11:03,2026/9/15 14:39,            ,0,0,1,99,0,              ,        ,          ,0,70,諸掛り,85,　運賃,900,その他,      , ,31,31日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,古舘キカイ,            , ,            , ,79329304,古舘キカイ,            , ,            ,B1907       ,0,0,153002,147,   ,1,  , , , ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,1,1,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.1,0,0,,,,,,,1.1,0,0,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,153002,0,0,1,3398,,,,2609112479,第1壱岐対馬 阿部,小林　龍二,,宅急便,立替元払い,,31,第1壱岐対馬 阿部,0,0,1,0,0,0,3,0,1,2026/9/15 14:39,2026/9/15 14:39,B     ,B,B1907       ,C10777071   ,第１/壱岐・対馬,佐賀,ALL,,
FAC11       ,F269076810,1,0,89244404,89244404,            ,2026/9/15,20260915,STR999B                  ,FO UF-80-25, , ,                       ,3,302303,2026/9/15,2026/9/15,1,0,1,個,0,55000,0,0,55000,全 ﾕﾆｶｽ, ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1907       ,株式会社　なんきゅうドック,891-0131,鹿児島県鹿児島市谷山港2丁目1-8-2, , ,0992-61-3751        ,0992-61-3752        ,0, ,FAC11       ,1,JPY ,JPY,55000,0,2,0,0,0,2026/9/15,2026/9/15,B1907       ,            ,          ,0,  ,2026/9/15 11:11,2026/9/15 11:35,            ,0,0,1,99,0,              ,        ,          ,0,30,　他社,55,油圧機器,258,操舵機,      , ,31,31日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,株式会社　なんきゅうドック,            , ,            , ,89244404,株式会社　なんきゅうドック,            , ,            ,B1907       ,1,0,231104,111,   ,1,  , , , ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,1,1,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.25,55000,55000,,,,,,,1.25,55000,55000,49500,49500,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,231104,10,0,1,3399,2609249544,231104,ユニカス工業　福岡,2609112332,松本　眞夏,,,メーカー直送,立替元払い,松本　眞夏,31,第４鹿児島有明 吉武,0,0,0,0,0,0,0,0,1,2026/9/15 11:35,2026/9/15 11:35,B     ,B,B1907       ,C10777074   ,第４/鹿児島・有明,鹿児島,ALL,,
FAC11       ,F269076810,2,0,89244404,89244404,            ,2026/9/15,20260915,STR999B                  ,銅管ﾎﾙﾀﾞ 12φﾋﾞｽ付, , ,                       ,3,302303,2026/9/15,2026/9/15,20,0,1,個,0,120,0,0,2400, , ,20,1,20,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1907       ,株式会社　なんきゅうドック,891-0131,鹿児島県鹿児島市谷山港2丁目1-8-2, , ,0992-61-3751        ,0992-61-3752        ,0, ,FAC11       ,1,JPY ,JPY,2400,0,2,0,0,0,2026/9/15,2026/9/15,B1907       ,            ,          ,0,  ,2026/9/15 11:11,2026/9/15 11:35,            ,0,0,1,99,0,              ,        ,          ,0,30,　他社,55,油圧機器,258,操舵機,      , ,31,31日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,株式会社　なんきゅうドック,            , ,            , ,89244404,株式会社　なんきゅうドック,            , ,            ,B1907       ,1,0,231104,111,   ,1,  , , , ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,1,1,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.25,120,2400,,,,,,,1.25,120,2400,108,2160,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,231104,10,0,1,3400,2609249547,231104,ユニカス工業　福岡,2609112332,松本　眞夏,,,メーカー直送,立替元払い,松本　眞夏,31,第４鹿児島有明 吉武,0,0,0,0,0,0,0,0,20,2026/9/15 11:35,2026/9/15 11:35,B     ,B,B1907       ,C10777074   ,第４/鹿児島・有明,鹿児島,ALL,,
